# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epicnv_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 55-,DR 55,-,MP10_PROTEIN_MATURATION,0.1268,MP10_PROTEIN_MATURATION,0.1268,MP38_GLUTATHIONE,0.9229,0.11942630620397741,False,False,False,False,proteostasis,detoxification,neither,False,depth
DR 56+,DR 56,+,MP22_SECRETED_1,0.1971,MP22_SECRETED_1,0.1971,MP14_EMT_3,5.5698,2.692774586958958e-06,False,True,False,False,secreted,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,MP8_PROTEASOMAL_DEGRADATION,0.1505,MP8_PROTEASOMAL_DEGRADATION,0.1505,MP25_ASTROCYTES,2.3693,0.004272676381599791,False,True,False,False,proteostasis,neural,factor_only_candidate_patient_or_technical,True,lineage_control_claim_bounds_the_rest
DR 57+,DR 57,+,MP5_STRESS,0.4064,MP5_STRESS,0.4064,MP19_EPITHELIAL_SENESCENCE,2.5126,0.003071849964234463,True,True,False,False,stress,senescence,both_routes_different_family,True,cell_cycle
DR 57-,DR 57,-,MP3_CELL_CYCLE_HMG_RICH,0.314,MP3_CELL_CYCLE_HMG_RICH,0.314,MP14_EMT_3,5.5698,2.692774586958958e-06,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,"depth,cell_cycle"
DR 58+,DR 58,+,MP23_SECRETED_2,0.2545,MP23_SECRETED_2,0.2545,MP19_EPITHELIAL_SENESCENCE,3.1032,0.0007884969177453771,True,True,False,False,secreted,senescence,both_routes_different_family,True,none
DR 58-,DR 58,-,MP3_CELL_CYCLE_HMG_RICH,0.3078,MP3_CELL_CYCLE_HMG_RICH,0.3078,MP14_EMT_3,2.715,0.0019275249131909366,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,"depth,cell_cycle"
DR 59+,DR 59,+,MP5_STRESS,0.2836,MP5_STRESS,0.2836,MP14_EMT_3,4.0267,9.403726726864814e-05,True,True,False,False,stress,emt,both_routes_different_family,True,cell_cycle
DR 59-,DR 59,-,MP2_CELL_CYCLE_G1_S,0.3182,MP2_CELL_CYCLE_G1_S,0.3182,MP6_HYPOXIA,1.5258,0.029798884028194184,True,True,False,False,cell_cycle,stress,both_routes_different_family,True,cell_cycle
DR 60+,DR 60,+,MP15_EMT_4,0.4673,MP15_EMT_4,0.4673,MP19_EPITHELIAL_SENESCENCE,3.7162,0.00019222063163300965,True,True,False,False,emt,senescence,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 60-,DR 60,-,MP2_CELL_CYCLE_G1_S,0.1575,MP2_CELL_CYCLE_G1_S,0.1575,MP14_EMT_3,4.0267,9.403726726864814e-05,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 61+,DR 61,+,MP14_EMT_3,0.3511,MP14_EMT_3,0.3511,MP14_EMT_3,4.7627,1.727030470425688e-05,True,True,True,True,emt,emt,convergent,True,mesenchymal_may_be_ambient_or_doublet
DR 61-,DR 61,-,MP38_GLUTATHIONE,0.2055,MP38_GLUTATHIONE,0.2055,MP18_INTERFERON_MHC_II_2,3.1032,0.0007884969177453771,True,True,False,False,detoxification,immune,both_routes_different_family,True,none
DR 62+,DR 62,+,MP14_EMT_3,0.2792,MP14_EMT_3,0.2792,MP19_EPITHELIAL_SENESCENCE,3.1032,0.0007884969177453771,True,True,False,False,emt,senescence,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 62-,DR 62,-,MP2_CELL_CYCLE_G1_S,0.1515,MP2_CELL_CYCLE_G1_S,0.1515,MP14_EMT_3,6.4239,3.767905482261029e-07,False,True,False,False,cell_cycle,emt,factor_only_candidate_patient_or_technical,True,mesenchymal_may_be_ambient_or_doublet
DR 63+,DR 63,+,MP5_STRESS,0.4393,MP5_STRESS,0.4393,MP23_SECRETED_2,1.0469,0.08976354589093789,True,False,False,False,stress,secreted,cell_only_state_not_on_one_axis,True,cell_cycle
DR 63-,DR 63,-,MP13_EMT_2,0.2263,MP13_EMT_2,0.2263,MP19_EPITHELIAL_SENESCENCE,4.4337,3.683833559790651e-05,True,True,False,False,emt,senescence,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 64+,DR 64,+,MP5_STRESS,0.2632,MP5_STRESS,0.2632,MP18_INTERFERON_MHC_II_2,2.5126,0.003071849964234463,True,True,False,False,stress,immune,both_routes_different_family,True,cell_cycle
DR 64-,DR 64,-,MP14_EMT_3,0.304,MP14_EMT_3,0.304,MP25_ASTROCYTES,3.6194,0.00024021493195322584,True,True,False,False,emt,neural,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
